"","country","gdp","lifeExp","X","Y","Z"
"202","Tajikistan",-0.936470152899954,-0.300483028352342,-0.253013976415378,0.734805942509557,0.629320391049838
"203","Tanzania",-0.955125083471972,-0.364739519225644,-0.814664643681084,0.570434324618422,-0.104528463267653
"204","Thailand",-0.639771523994224,-0.220100608062602,0.167731259496521,0.951251242564198,0.258819045102521
"205","Timor-Leste",-0.94617779243721,-0.29722412972463,0.577320003953345,0.801948074656206,-0.153560732580025
"206","Togo",-0.965603372566598,-0.420848763529666,-0.99006278415764,0.0201626237177006,0.139173100960066
"207","Tokelau",-0.976953152280813,-0.280794785608371,0.977467136015597,-0.141725989702113,-0.156434465040231
"208","Tonga",-0.866122658563343,-0.239519148851176,0.936116806662859,-0.0818996083190895,-0.342020143325669
"209","Trinidad and Tobago",-0.239160450923562,-0.271074277632609,-0.475902302030743,-0.858550479707066,0.190808995376545
"210","Tunisia",-0.720937880342253,-0.203558888131595,-0.81883074432791,0.1296900491609,0.559192903470747
"211","Turkey",-0.519029165056973,-0.210458763157164,-0.636756241323164,0.444398096266167,0.630120481472396
"212","Turkmenistan",-0.650664626902446,-0.320665724681207,-0.383022221559489,0.663413948168938,0.642787609686539
"213","Turks and Caicos Islands",-0.458419470452805,1,-0.293468242747072,-0.881342018087889,0.370287236684864
"214","Tuvalu",-0.870867871798187,1,0.989664824190241,0.0345598571996384,-0.139173100960065
"215","Uganda",-0.964685031806412,-0.390821945828815,-0.838159672495552,0.54430725563055,0.0348994967025011
"216","Ukraine",-0.783334119393436,-0.286132636808934,-0.556369610501633,0.3476583179362,0.754709580222772
"217","United Arab Emirates",0.507093454259083,-0.192680909263921,-0.536968547301099,0.739073800366903,0.4067366430758
"218","United Kingdom",-0.0906496317343989,-0.151034432318056,-0.586353436959872,-0.0410018265187237,0.809016994374947
"219","United States",0.335171572075596,-0.169081988166696,0.114566765856641,-0.759374951764599,0.640487422822387
"220","Uruguay",-0.516122004122246,-0.188309490070197,-0.468978629944862,-0.695289411822832,-0.544639035015027
"221","Uzbekistan",-0.871314766635,-0.289324109947797,-0.329032194305571,0.670131052851347,0.665328630914683
"222","Vanuatu",-0.927840480026245,-0.251284896655364,0.936624620946985,0.216236832001697,-0.275637355816999
"223","Venezuela",-0.544960209707109,-0.217493489160433,-0.402778310025102,-0.904654896047372,0.139173100960066
"224","Vietnam",-0.867061739060808,-0.202749782265404,0.294138805291626,0.914307261487829,0.278432388224217
"225","West Bank and Gaza",-0.897701947066825,-0.233563230669495,-0.704311844961983,0.481772219270589,0.521383116129914
"226","Western Sahara",-0.993462864374299,-0.294684436311309,-0.881266430736622,-0.211573351110211,0.422618261740699
"227","Yemen- Rep.",-0.893259158596004,-0.346961665332401,-0.651019297947986,0.710462894210786,0.267238376078257
"228","Zambia",-0.920384582359966,-0.403228235777071,-0.836516303737808,0.482962913144534,-0.258819045102521
"229","Zimbabwe",-0.962549404554638,-0.383382666892452,-0.826969179685533,0.458396501572162,-0.325568154457156
