"Energy use, per capita (toe)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Ecuador,,,,,,,,,,,,0.37346313990788,0.37978689253786,0.368415280732882,0.438472131413303,0.472871300888568,0.507623940462946,0.582623528466105,0.583298917234997,0.595479343773959,0.632361839204274,0.643008000539923,0.675678094364488,0.613387954713371,0.644336884285976,0.635324410115425,0.61680322660047,0.614599077168446,0.630017304801209,0.585406720920257,0.586828122016801,0.604546167541081,0.605970696711816,0.547056280083724,0.571071289436654,0.629144031370355,0.67222852685506,0.669983153565843,0.695757194270772,0.642228536469801,0.650811100149429,0.701144738590616,0.721125145536508,0.764382823765213,0.783545055977162,0.818303742134341,0.800790970011968,0.818234027963451,0.784493844234154,0.803688529015678,0.836302542341068,
Egypt,,,,,,,,,,,,0.211654396124944,0.228573257945872,0.208631953588102,0.228657275853948,0.244640704747005,0.27848859153985,0.297480602027595,0.300949201375644,0.32335065959772,0.337271898377525,0.383769537214365,0.410346433221664,0.444004870522326,0.480419793689587,0.507645881705599,0.509322091244871,0.529550981095386,0.530015438959527,0.552308356392577,0.568814569533511,0.558547494489701,0.562549195507072,0.574367711470477,0.544221898643764,0.568262422174855,0.592960435768425,0.606737803364096,0.638411852565766,0.640984859774878,0.601026610836242,0.663366983687384,0.67223909346614,0.685051670992566,0.734946907404679,0.845363223143364,0.875552778617818,0.923271167373601,0.917523723273246,0.895558761121625,0.903145590633615,
El Salvador,,,,,,,,,,,,0.45662339544276,0.475654033501813,0.490248852445619,0.489373286594024,0.53413159557759,0.603665694202896,0.610367484792861,0.634012631363625,0.607384227117212,0.540981899003557,0.575481972915764,0.585728699677719,0.555283396062694,0.559286928351518,0.525300407054762,0.450414372092444,0.496372535244251,0.457306922641878,0.462643102208284,0.462925959554024,0.501421968869458,0.515290837173631,0.534105461504891,0.557714757884255,0.58583378347337,0.554277262349037,0.608406119912596,0.62172349316454,0.641524902158551,0.667978327712129,0.695833592439324,0.706663885657088,0.73531648293599,0.726890229419094,0.747886170974263,0.77967044789132,0.729736326044097,0.733985161905421,0.685596427388184,0.676915830520073,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29197652061567,2.05515854667876,2.4018140647547,2.73163792675048,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275540755253031,0.289593814385666,0.298200631939795,0.31056904849583,0.320955214439647,0.312031187737189,0.197341861653595,0.198163782156765,0.193013314516182,0.194552722078294,0.188331425502891,0.194012543722108,0.172188730723798,0.170054311542958,0.15001602509946,0.150176479990564,0.13688552307307,0.142316258264519,0.141715819551872,
Eritrea and Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31593118417715,5.77585354387394,4.28564188296716,3.45195525416832,3.66081213581545,3.5046072973353,3.89079354673727,3.86493871178641,3.69295519407628,3.49868135446849,3.44255813189341,3.60575426599643,3.46614639302128,3.83397522232163,3.91505903104596,3.83651475339444,3.74964403924835,4.1916683064117,4.05787234042553,3.54353410616211,4.15451427104654,4.14023059701493
Ethiopia,,,,,,,,,,,,0.289039805749113,0.286555067206389,0.286502491206768,0.28645217731001,0.2861221608786,0.289009041551575,0.292716045821422,0.298404853556144,0.302851642796095,0.305754834786219,0.30747537783586,0.30605242945425,0.305472487358649,0.302884230339615,0.301468197310952,0.302368107896405,0.304752363445,0.304612310230683,0.30565082126548,0.307579101687345,0.306895449284878,0.301267392905294,0.286570586774442,0.287300636489312,0.287570655807665,0.287119975986815,0.284608053349789,0.285623221256943,0.284137110689058,0.284228663203396,0.28753426760249,0.287366754803607,0.288456325419927,0.288870086597169,0.28714690716121,0.2885202548437,0.39259827616706,0.395909373838486,0.398396046221308,0.400264686214478,
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkland Is (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392380730103379,,,,,,,,,,,,,,0.813085549785009,0.702690282571457,0.675083268320842,0.627344310262467,,,,
Finland,2.19695306655132,2.25277869000371,2.36174387607724,2.47891200888553,2.67838316577418,2.88769410649004,3.06543867550022,3.12642604539028,3.34270325814352,3.66852329855302,3.87222301943835,3.9392110879933,4.18816067653277,4.50755698411579,4.3838481175225,4.18181065661454,4.45985960914699,4.51624806759034,4.66452317587608,4.96353550808132,5.14664229888472,4.93458846774684,4.8054938819329,4.82385883071065,4.91052301782763,5.26989237090404,5.48257842271714,5.9606925861338,5.59043651436243,5.75363928280138,5.69157118588425,5.74278422893888,5.38099306781923,5.61721537795619,5.97255427268616,5.6619038762361,6.07021209376859,6.27695169202902,6.31932660107756,6.28395825823535,6.22639425880987,6.38923956940699,6.69423804723995,7.04766417277989,7.09845295831889,6.52945866793135,7.08690366688516,6.95726451769048,6.63882253149067,6.2270178470317,6.78721198981532,6.35882532021533
France,1.69954209375954,1.74466489915217,1.86052477462169,1.98296287252524,2.08469031322494,2.10945906813508,2.12262325968736,2.24789051428503,2.35981122635068,2.53668830076324,2.95156174479728,3.02788888007131,3.17073100231417,3.38536186165601,3.25308812235545,3.05846298164724,3.24748181322615,3.17263814011515,3.36923497138575,3.49577761702382,3.47623694110685,3.37854794828221,3.27919672156236,3.34606595205118,3.44632767529749,3.59493602253564,3.63039154626759,3.69935886601956,3.66287846287842,3.79341898201974,3.84190934018391,4.04052884238916,3.95300348604,4.0026912453987,3.83573536130874,3.97384546187293,4.18098318975948,4.03581311020593,4.14096325208442,4.12095297287496,4.13501200983298,4.24284412482695,4.22479826034462,4.27058291868744,4.30104307413729,4.28371841720615,4.1914680578715,4.11614820778044,4.11362153930258,3.91669105883304,4.03051652149211,3.84263516818551
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,,1.9832545282068,1.90247747870195,2.55403835236568,2.7105176512366,2.17921221597637,2.03576517316573,2.16143130640316,2.38909882819766,2.05674515780382,2.01283983821657,2.1919029538086,2.19014478344622,2.18425050641458,1.97177753090751,1.71158715561658,1.69075535223841,1.58231126631352,1.65266641810308,1.41116812764591,1.2716351432225,1.27126989436565,1.31552453421757,1.34679359980303,1.1855041218823,1.24466972677033,1.27869953452601,1.22997938029425,1.28949959929911,1.22541931057569,1.18419152350005,1.29308205974675,1.30686879519454,1.30160669882898,1.29132230943831,1.3527042909284,1.32493887740554,1.39699445855931,1.37170880708262,1.39410861758332,1.41760043255796,
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063956359823671,,,,,,,,,,,,,,0.073947632751407,0.071823887827048,0.07367867952295,0.083576469641947,,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58559475218659,2.0790525031535,1.77676782599774,1.54832338987192,0.963638514069442,0.786953738910013,0.811547626784515,0.725522332068144,0.677336260111871,0.624936552498596,0.649382341624607,0.585994893306584,0.583873995868717,0.624936588971794,0.643888567260264,0.651318903054205,0.689293315143247,0.761399371069182,0.685393389146155,0.70180534143466,0.700294870643191,
Germany,1.95253390446186,1.9943205580687,2.12482583095641,2.28128750576211,2.34115895309797,2.37835034222598,2.38770983579949,2.38841077431066,2.56152077370141,2.77200818250035,3.86086493635627,3.89526472554782,4.0173373851604,4.24006186174623,4.15827162572196,3.9849742392469,4.314581637401,4.33608740419981,4.48388084693122,4.68529672767255,4.56229597278663,4.39949982340429,4.25786440735867,4.26826346955895,4.44668487529683,4.59814130094542,4.58922931158029,4.61637027633122,4.62926447949026,4.51485895156781,4.4206450946243,4.30255333398589,4.19011463474212,4.12191400198651,4.08771590013098,4.11987116342921,4.24593617241303,4.20339714241416,4.17736991496175,4.07970897235956,4.09412483955409,4.20982690633902,4.10424557994421,4.13556051010917,4.15942634821307,4.1016177244458,4.13578328350174,4.02556986468298,4.06895399234518,3.87173843589046,4.00326429471001,3.7584099429802
Ghana,,,,,,,,,,,,0.336250606113076,0.34572540784496,0.3566037101964,0.364540812009992,0.368818330321205,0.36194507817838,0.377777261670524,0.37072337609093,0.366589331062338,0.368358835556164,0.374310544178036,0.372281806900223,0.304953635330158,0.314877960925125,0.338114732288349,0.341255107005926,0.359628272707356,0.342558331693545,0.359558743269727,0.357661364870789,0.35982177600577,0.362207487081344,0.368926594153973,0.373465608729282,0.380733170123189,0.384059540510416,0.393816552554571,0.403392506791025,0.406069756710898,0.403653754743552,0.416428364225931,0.41468918649715,0.397484544219497,0.391365806418408,0.380249065079419,0.408733592427723,0.39908172640297,0.385049356572956,0.36895058268409,0.382195172537944,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,0.289057068014127,0.322490578169932,0.350101257860667,0.367811430340375,0.433559342308126,0.478755856643244,0.547197001596652,0.607702155943146,0.652081596976924,0.725525615416076,0.872783727970343,0.984042076150522,1.13478649348358,1.32276394246847,1.25634873469402,1.2982043634136,1.38610046636156,1.46954942907429,1.52544353586267,1.59792592533633,1.55378161587679,1.50527938659828,1.53727769706215,1.59908403151658,1.65282173721966,1.76675326897718,1.67381925117884,1.79180518759134,1.90290309348935,2.09311424612008,2.11093461372375,2.10763344101358,2.13593232545146,2.08971577927076,2.1301242723065,2.13255247012404,2.18542692325542,2.2577316354172,2.36456693567441,2.36353419869185,2.48099973968356,2.55743415248115,2.5775288433456,2.64351267662925,2.68558172020741,2.72402884915433,2.71093263105398,2.6996632556233,2.7069802922357,2.60892148729566,2.4404922872221,2.34819488676575
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.441521798336798,,,,,,,,,,,,,,0.722268312917866,0.768976190939708,0.786125372439027,0.783608079869979,,,,
Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,0.488502506903676,0.490220405932425,0.498397094517026,0.498714339521793,0.53501110428912,0.558036033742312,0.577456343738225,0.577336512551173,0.597863853535531,0.538956245761377,0.51145642128371,0.490223019178207,0.462121427039865,0.476480858108459,0.473932207472279,0.444480752121512,0.460814935671184,0.468754849586714,0.474037568843363,0.494910698946368,0.504872365702751,0.516669002999423,0.499028236603607,0.513849005607112,0.531775541838169,0.534243979048701,0.54654303313977,0.580306130080758,0.623104824593136,0.627306811605591,0.625104569873957,0.614952131508631,0.614612000618916,0.627543498610695,0.617668623026819,0.609137589352404,0.638335194023554,0.595795468008332,0.663968598842936,0.712762569055696,
Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073409051878882,,,,,,,,,,,,,,0.064140141734797,0.063610673432308,0.064493382978906,0.066704536119102,,,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.527065168960908,,,,,,,,,,,,,,0.64403967499526,0.66332991617922,0.6681624596931,0.666606227702022,,,,
Haiti,,,,,,,,,,,,0.313793579602508,0.317739400878908,0.32033789234871,0.32791236345163,0.333465534804226,0.346931361699715,0.350473673291627,0.358120661318394,0.364535419905821,0.366216393931445,0.297981606727107,0.301713181781561,0.303141089185576,0.298844035352367,0.294259141201837,0.223833223664899,0.22579837043024,0.228652683925664,0.22815972776094,0.219017394966959,0.214254701637307,0.218015754260374,0.206494910975075,0.185955682363952,0.21493915191349,0.241984247070713,0.250142661646149,0.245676667146554,0.244460209916992,0.232528945258682,0.233618189223732,0.258434121387959,0.24439211983958,0.248326700051256,0.276504392409242,0.279367338964226,0.289030190395894,0.284842587537072,0.263088158531407,0.228983532579551,
Holy See,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,,,,,,,,,,,,0.502742911822207,0.499918532071091,0.504511787827988,0.497587051945719,0.496326848444668,0.500726580856462,0.513576521592918,0.510441829669351,0.511309154043421,0.515625034457664,0.496994867891774,0.52168857262735,0.49619892008205,0.492298353681646,0.473558107561283,0.471599094676574,0.482685421293508,0.491126607618262,0.496929693806727,0.48668922880954,0.477518195813953,0.484662115855949,0.48242448147535,0.488202325770752,0.506535937747473,0.496858815355189,0.530744959350415,0.557664353292835,0.480061128074712,0.480809809861484,0.507999499627556,0.521767187313056,0.55176593355733,0.57138838236498,0.580992850521489,0.568986667985224,0.65537164719488,0.636409173431021,0.597713023342657,0.600942908673139,
"Hong Kong, China",,,,,,,,,,,,0.74196326601241,0.760612814045979,0.747579215390419,0.805491209450418,0.813399228976152,0.894146082337317,0.997775596134128,1.07883856454205,0.918385297279753,0.914008216310166,0.993180344947332,1.0806528635198,1.15342799947616,1.15561366457326,1.20483651625674,1.36898399884155,1.46664233968339,1.63967997014713,1.65533044915761,1.51770812516434,1.54533883866481,1.84009292302388,1.76372275885443,1.7776117572986,1.72997758321015,1.62740393131847,1.53014115544049,1.98806500909272,2.4011521985923,2.00929377344336,2.10668096450859,1.95656321822037,2.02173827776787,1.88811424780718,1.85872614923971,1.94390937860028,2.07019506490131,2.02624274474397,2.13221654268458,1.95134214324118,
Hungary,,,,,,1.42676840165019,1.44831423175542,1.47651166669473,1.50714194825082,1.60778001311425,1.73032701967806,1.83590837438053,1.88020855722404,2.03943182814891,2.10120711308251,2.17363755600409,2.31237115726802,2.42853537898227,2.67359849326456,2.63764098267663,2.64704397914616,2.62996067531952,2.63076987745124,2.59483371615581,2.69703025704214,2.79570254170621,2.78691742037393,2.89420197854635,2.86447433003032,2.87538990503371,2.77204648781163,2.64769333101972,2.41969205178998,2.48360404316746,2.41078431514726,2.50513763963766,2.57376088108916,2.53007817123506,2.50177566606958,2.49075724320222,2.44823337565056,2.51200766502257,2.5201566986343,2.58022171168083,2.58800229065653,2.73450483366569,2.71361860402309,2.6580327930802,2.63577998339939,2.48032087322215,2.5667056965769,2.51382589509578
Iceland,3.08271156321551,2.91670623195125,3.02829836932086,3.27960226874869,3.30681595699084,3.44455134539176,3.63977092601115,3.59436178937464,3.92413443976813,3.55347668523718,4.23199209540301,4.37831031839222,4.40396964669093,5.26896574461772,5.13219707354246,5.07163534101909,5.08558100238924,5.60287016623159,5.71071008378926,6.51505969388885,6.56099816777564,7.17886936361076,7.07620798768494,7.2542862809471,7.53126996254869,7.33490192829478,7.60556377991611,7.85745488267666,7.88247377272363,7.98303750810751,8.19571001389183,7.9543439217679,7.79256254381227,8.26712674187127,8.20843467245067,8.42159062018634,8.87365571405197,8.9526496710041,9.4079993577744,10.670539799049,11.0231645952241,11.3635811740266,11.4237956615645,11.3059605348144,11.5316871751679,11.729269311909,13.6902153517983,15.5221494001271,16.8684683095264,16.9049039400438,16.8824994261746,17.9833103448276
India,,,,,,,,,,,,0.276121760550456,0.276145563908322,0.27711246110164,0.282051275847875,0.285694383433474,0.290521563411649,0.291617516709575,0.285903440188222,0.292345757648344,0.293053413276528,0.301499947433564,0.306403081187955,0.309456448186912,0.31572402974979,0.324781048240714,0.32953968063255,0.33497256962248,0.345484934084521,0.354715330144444,0.362495419627891,0.369417645844114,0.376484944075002,0.377561379173143,0.384679355223917,0.398434731289637,0.403723171022874,0.411977056477789,0.414599337184361,0.432655488783972,0.433831507963796,0.433558865102625,0.438603375155673,0.442628424319903,0.462242288895887,0.473031729334198,0.489831264816668,0.510064486405063,0.525737714602009,0.559056290182517,0.565638498364555,
Indonesia,,,,,,,,,,,,0.288727635501754,0.293066558173281,0.298905213930319,0.302310604838826,0.30674220913996,0.313001517847216,0.339597814603332,0.355030156904219,0.363059976772222,0.369392645184482,0.380041354479073,0.380869245410895,0.379461412436937,0.386035482820245,0.391590552867757,0.423517284959274,0.429120430993017,0.432799915508846,0.449286296557588,0.53498669151589,0.55189659421782,0.566053583870672,0.612079867573935,0.603632027299967,0.656053824462154,0.67026051439426,0.683332215955696,0.659497196023387,0.682166424380868,0.72695297088652,0.737197305951094,0.754294264984948,0.744520057509214,0.788474107193259,0.794143377011782,0.806324189235591,0.794458134199852,0.795563970713674,0.836149861026809,0.866501897226507,
Iran,,,,,,,,,,,,0.564509337791072,0.539526782993228,0.665915010328099,0.770312735849501,0.812457489246314,0.89726065689033,0.973811828830383,0.913046568957597,1.0000530650633,0.98682147266651,1.07126828967286,1.20727122372704,0.993061109915902,1.11230811461344,1.15693447147986,1.12213649865406,1.10357936606848,1.089840976233,1.23994113152551,1.26363977215259,1.3708291790426,1.41781627750716,1.50355547844956,1.64458231530716,1.69391866882996,1.60542337712017,1.76341515143151,1.76230903974325,1.96318856064457,1.88213531264478,2.00646192189401,2.04124596710302,2.07875469454588,2.25186696249214,2.46783327202959,2.54763112271859,2.66102390718967,2.81920322057108,2.91078533715862,2.81676771844237,
Iraq,,,,,,,,,,,,0.398574407434328,0.401261204531073,0.421607583569392,0.443849678277651,0.517276404480651,0.620276785323574,0.622117297835434,0.686947630885308,0.793780616051125,0.700469566870137,0.677604571704725,0.686775076798129,0.806825022876836,0.803507771916312,0.880523377788567,0.9692989423695,0.937547607319718,1.10269794871914,1.16954310645533,1.08323784051555,0.877230240234964,1.26029918781125,1.5602121209225,1.71931123882342,1.65261920831697,1.55315901993712,1.75439654261299,1.26029139586959,0.940615771103029,1.06674825049856,1.08008155354008,1.09395529004096,1.03246736638226,0.999739963519078,0.973475744296679,0.756272064225308,0.7645198867796,0.942801998204537,1.04508094574585,1.18026492794144,
Ireland,1.31881248674256,1.3964661521031,1.41272967683927,1.45396210541076,1.52219497305123,1.51190491085393,1.6295918720576,1.76742510637565,1.88114935432423,1.97458885308509,2.02363107616874,2.24532344045053,2.1945130645241,2.23847178340543,2.26808988047809,2.08399492091361,2.110191936505,2.20382152214978,2.17872097563906,2.5343386439422,2.41315635255509,2.39295395308428,2.35689425669861,2.33618526747564,2.34615191895195,2.43873234142114,2.50431958730849,2.60788908201196,2.59347809003761,2.65503591702556,2.84224442184262,2.8338285371516,2.77782336592261,2.8181329606536,2.94560139216229,2.94681200972833,3.13645790664493,3.25381426177497,3.43068137008794,3.5453711609663,3.60837033996343,3.74793151904834,3.70476356878666,3.59608044096353,3.58829824713986,3.47916327116378,3.46466843851232,3.46317625870137,3.37930506997451,3.2299426635287,3.21768629943616,3.01198729663472
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,,,,,,,,,,,,1.8701091560769,1.75633100381194,2.36843685173886,1.73293337281611,2.03276439942113,1.83214803283329,1.78648768336562,1.84939918699187,2.00581352350766,2.01727307890665,1.84073533872599,1.95831704291739,1.79392204628502,1.82853907189228,1.78899669265296,2.10224587113282,2.27847928587778,2.45174583520937,2.48892341744135,2.46252381974249,2.32641200242473,2.58281573296896,2.63686390420072,2.74056936469717,2.79857060414788,2.80360523541813,2.88323029472241,2.88795059454028,2.7396053877551,2.90171442200668,2.97499534089144,2.86581750380518,2.95225376324798,2.8285928917609,2.66908341870969,2.89147015041751,2.88564978203646,3.13097526269702,2.87576212995618,3.00536413243087,3.13300861480614
Italy,0.794820566656773,0.890680252926854,1.00704524125163,1.11972953250605,1.22173167670853,1.31646423544515,1.43107587730155,1.55151917278665,1.69842756042697,1.83249991828227,2.02621747487312,1.94914872333929,2.05073787711576,2.17558754564221,2.21220669215371,2.10607874846993,2.26405718699758,2.20417980666785,2.24756551683966,2.34004203541587,2.31842730013811,2.26593108965354,2.20654273410646,2.20386418771745,2.25371892374528,2.28481129783538,2.31154807247948,2.40725635314456,2.46279677752614,2.56610892465158,2.58388807748482,2.64567323732766,2.62733810626591,2.61199043754026,2.57847257553208,2.79941340823547,2.79615744424478,2.83438807536713,2.9129323055278,2.95731645812571,3.0122189189062,3.02124865101783,3.01616586658954,3.11472632994367,3.12830838374561,3.13738522859787,3.08492612310386,3.02480387084937,2.94163598821965,2.73884347234277,2.81463883015145,2.71742850090505
Jamaica,,,,,,,,,,,,1.06056408844904,1.33198581065161,1.49103014118279,1.37500092655422,1.3322131147541,1.19347013565935,1.15348650449016,1.18672866674527,1.21438555552066,1.06819174871074,1.07388428987652,1.04031180400891,0.893238575508747,0.87995043642265,0.74615983730691,0.750163541399092,0.765462860546244,0.778709047699881,0.970137690008,1.16636108786611,1.16159444196551,1.2157940491386,1.20975354140272,1.22421686368099,1.29246088709677,1.34601636296111,1.3331600020268,1.37326047987962,1.4031410184127,1.47847452170312,1.47429928551418,1.37521435240106,1.42536466466085,1.4335658238884,1.41907070630848,1.579309075889,1.75170491068092,1.58665972015481,1.20569409407924,1.13015579321319,
Japan,0.873910314846486,0.962907112688666,1.0037522539444,1.1364848675784,1.26047454664404,1.36158723946482,1.47699749473895,1.72054974435344,1.93845683300185,2.19361012677858,2.45835709425464,2.53108853609847,2.66704674963615,2.96420821806271,2.92424571086218,2.72515932642487,2.87680085305619,2.89990421822717,2.89833881355637,3.04405284370415,2.95013534620061,2.8642774377805,2.84061444165844,2.82385783882139,3.01780616240897,3.00530545571989,3.02072262371185,3.04422671613796,3.24264102501366,3.35067433964716,3.55622378720545,3.58357464029503,3.65866640639464,3.67414786085951,3.86760694136571,3.95619831152991,4.03211860592712,4.0643446558438,3.98126947235187,4.04548050532965,4.09051518089383,4.0172948037342,4.0048154576484,3.96371881802095,4.089581382425,4.07394624059856,4.06874542878612,4.03216346464273,3.87890711210076,3.70107210402349,3.89837061316507,3.58439075493683
Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,,,,,,,,,,,,0.312826588414219,0.330340194755204,0.363740746386369,0.371475731906156,0.416211049723757,0.516091576409752,0.50883773314133,0.601133873552081,0.594247543957258,0.697984869325997,0.836195395436508,0.913835469035093,0.953383612335376,1.00941880314544,0.989943645990923,1.02325072886297,1.04618587491216,1.000947421981,0.972510143979058,1.03281009463722,0.954593794076164,1.01840717921243,0.964149735665767,0.994240658993112,1.02539690107271,1.0204284579698,1.01113259779284,1.01412863792578,0.993020190150625,1.01421177696717,0.979602236908998,1.00433882493053,1.00180867544539,1.17545122873346,1.23374129169362,1.23779140328698,1.27321918050159,1.22152652496976,1.26085866441251,1.19138763022987,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49285307071201,4.55589751071396,4.79614420249868,4.01846939649614,3.61213808084155,3.303267587235,2.9113443224095,2.57567059286861,2.61007860460291,2.40624894755692,2.39720233496864,2.32147074352544,2.67038998992392,2.88689282641601,3.37821401794607,3.35412119432794,4.0177178268869,4.27729803402076,4.47904226611218,3.93478887507308,4.59514931030742,
Kenya,,,,,,,,,,,,0.453259115023083,0.457310769711038,0.452817730654604,0.453129864000713,0.447455516473386,0.452199781337244,0.457274950471148,0.453802210765829,0.45286248978632,0.45231189586046,0.447770521086502,0.439076800718281,0.430257218101057,0.438497866376273,0.440914797474377,0.463218780773762,0.465441419592433,0.460635609001286,0.461276761936352,0.455282740433955,0.448389875160622,0.445097121553785,0.441631256239738,0.433901814018879,0.43953427658417,0.442564818161951,0.437469174061782,0.437725267128249,0.437148009953597,0.43916331701004,0.438834685644983,0.432938559270046,0.434123719235631,0.444187620972241,0.450467555755823,0.45945326870009,0.45826875459214,0.461009577376067,0.475758820063398,0.482857219870064,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099,,,,,,,,,,,,,,0.088497533131264,0.086967865373744,0.106912994205316,0.115737087423587,,,,
North Korea,,,,,,,,,,,,1.3258122408996,1.34045886796127,1.33604026447603,1.36516226077194,1.38495425205771,1.44630383646701,1.50293469028868,1.59384917887606,1.68355727903328,1.76124932857058,1.78072083541447,1.82978937577241,1.86509945536787,1.87864375791039,1.9229396596999,1.86312162950088,1.76885649753049,1.77605860756263,1.74395440738261,1.64929207913812,1.54908077618784,1.33208283557844,1.20542829594366,1.08556649315064,1.00983243778001,0.877121051406711,0.826568919592025,0.763977850892937,0.811118393964335,0.861221900232353,0.882427772073106,0.841002088325186,0.854500470419068,0.868472914983835,0.898305146130027,0.902083097368718,0.762211933504178,0.835761254851494,0.791154030176937,0.761160465548894,
South Korea,,,,,,,,,,,,0.520655104937394,0.555231961812378,0.634887439681517,0.676665434505551,0.693267707831411,0.758589835141845,0.866268647698561,0.935186778111391,1.06320203015932,1.08097699611793,1.04508837125223,1.09424787672278,1.16981152593335,1.26643285650646,1.31176893103955,1.48555395299145,1.58719444377631,1.76666587254318,1.86191465313827,2.17142893466141,2.30983271701951,2.54015550924123,2.8237599872889,2.9715239241446,3.21016006919034,3.45473304777595,3.72608262610436,3.37752422926524,3.70867078533582,4.00275165929204,4.03417089342653,4.17174314392508,4.23571257234794,4.33573096858802,4.36612362374839,4.41577422889275,4.57110414008807,4.63638327647143,4.65979439632386,5.05991190042502,5.1746708451355
"United Korea (former)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.869550588235294,1.06886913236544,1.06336624939053,1.12045030543609,1.12687035600855,1.08958423712319,1.09072214830047,1.12393360116857,1.20931358494388,1.34421285809498,1.37214250315372,
Kuwait,,,,,,,,,,,,7.5441285424939,7.76644731551412,7.65611274421323,6.86592699758541,6.14950467519428,6.2978765916155,6.43930937375417,6.65926821104667,7.96598503268084,7.59013568265814,7.12150869579352,7.57158293885191,7.68630949750996,7.59032411002427,8.05169615913823,8.27331616025327,8.53093816393402,9.94759304711744,11.3100107988769,4.3637571149315,1.32525686803177,,,,9.13587966418312,8.98619757757413,8.8039470768615,9.56761352457599,9.7494536179671,9.68959741053367,9.98580007444312,9.97153466781588,10.3447761081745,10.719053110663,11.6601580202243,10.9635793541067,10.780602152611,10.9350650675672,11.4020570716846,12.2043214315468,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70481462925852,1.52061452639125,1.10274726491562,0.856894414063365,0.618866691767624,0.522797342338391,0.595712773312592,0.552179754705732,0.578914866848396,0.498408189405834,0.490428303119386,0.446103819942974,0.50005991143527,0.533004183768564,0.536352968832644,0.514924650369969,0.516315920588686,0.553047224963936,0.513276364525166,0.559059127301098,0.535648782099525,
Lao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95778759822481,2.79688717303867,2.34015724057104,2.06371109004444,1.90066258268399,1.85483063560741,1.84186329114748,1.8134760410728,1.79036970247952,1.6475296613821,1.56527453818714,1.72927812226779,1.707069627268,1.82011893304297,1.87869305812517,1.91958833511844,1.98770732551614,2.05168665700101,1.97895850745821,1.87198392431549,1.97129264388515,
