gdp pc 2011 ppp,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Afghanistan,634.400013631471,634.400013631471,634.400013631471,634.400013631471,634.400013631471,634.400013631471,634.400013631471,634.400013631471,634.400013631471,634.400013631471,634.400013631471,634.400013631471,634.400013631471,634.400013631471,634.400013631471,634.400013631471,634.400013631471,634.400013631471,634.400013631471,634.400013631471,634.400013631471,636.462356781991,638.53140431331,640.607178020405,642.689699769107,644.778991496326,646.87507521029,648.97797299077,651.087706989314,653.204299429486,655.32777260709,657.458148890415,659.595450720464,661.739700611192,663.890921149745,666.049134996696,668.214364886284,670.386633626654,672.565964100098,674.752379263292,676.945902147544,679.146555859032,681.35436357905,683.569348564249,685.791534146886,688.020943735067,690.257600812995,692.501528941215,694.752751756865,697.011292973926,699.277176383466,701.550425853897,703.831065331223,706.119118839292,708.414610480052,710.717564433802,713.028004959447,715.345956394756,717.671443156614,720.004489741284,722.345120724662,724.693360762537,727.04923459085,729.412767025954,731.78398296488,734.162907385592,736.549565347254,738.943981990496,741.346182537675,743.756192293142,746.17403664351,748.59974105792,751.033331088308,753.474832369677,755.924270620366,758.38167164232,760.847061321362,763.320465627466,765.801910615034,768.291422423161,770.789027275922,773.294751482639,775.808621438164,778.330663623155,780.860904604352,783.399371034863,785.94608965444,788.501087289762,791.064390854717,793.636027350688,796.216023866835,798.804407580378,801.401205756892,804.006445750583,806.620155004585,809.242361051243,811.873091512409,814.512374099727,817.160236614928,819.816706950124,822.481813088098,825.155583102603,827.838045158654,830.529227512828,833.229158513558,835.937866601436,838.65538030951,841.381728263582,844.116939182517,846.861041878536,849.614065257527,852.376038319348,855.14699015813,857.926949962583,861.897709053754,865.886846082301,869.89444610717,873.920594580988,877.965377351881,882.02888066531,886.111191165906,890.21239589932,894.332582314077,898.471838263443,902.630252007294,906.807912214005,911.004907962333,915.221328743322,919.457264462207,923.712805440335,927.988042417088,932.283066551818,936.597969425794,940.93284304415,945.28777983785,949.662872665657,954.058214816115,958.473900009536,962.910022400001,967.366676577365,971.843957569276,976.341960843197,980.860782308449,985.40051831825,989.961265671772,994.543121616202,999.14618384882,1003.77055051908,1008.41632023071,1013.08359204379,1017.77246547689,1030.45016063377,1047.50863736004,1092.4101510234,1095.77429656277,1097.19255301481,1124.9472267231,1103.15710747817,1141.978848001,1150.6992118362,1167.18822066411,1152.21758299147,1146.49526486603,1141.58192014192,1137.31171477381,1135.90514589874,1120.30684890251,1123.7782927741,1135.71607958747,1125.69153945528,1119.90618350285,1039.78088579522,994.4720757685,1079.81800879726,1109.50979814761,1137.54706225483,1164.08949823197,1056.46992703759,1111.54196450892,1087.32724065443,1089.15162015081,1205.30505594528,1314.36472907339,1361.56478506728,1336.61970791191,1292.74481912305,1385.42644977409,1145.5481200262,1034.82943912665,1009.87357333945,953.514686791376,948.059541285601,872.659963953443,751.051531857451,672.561767877403,808.868078040821,830.41967960195,853.845087672399,877.975765495991,901.750124642722,892.238773455545,799.681785538955,976.669158592495,1055.14511012511,1081.47226237093,1174.58214459041,1193.28216114872,1321.94558824634,1323.4958320792,1552.03339758991,1632.33811150602,1695.15343604723,1885.35671123608,1906.65132175071
Albania,793.136556844428,793.960290678334,794.784880023718,795.610325769097,796.436628803909,797.263790018514,798.091810304199,798.920690553177,799.750431658585,800.58103451449,801.412500015886,802.244829058698,803.078022539781,803.91208135692,804.747006408835,805.582798595178,806.419458816534,807.256987974425,808.09538697131,808.934656710583,809.774798096578,811.498260361778,813.225390711224,814.956196951784,816.690686906941,818.428868416828,820.170749338268,821.916337544802,823.665640926729,825.418667391144,827.175424861967,828.935921279985,830.700164602886,832.468162805292,834.2399238788,836.015455832015,837.794766690586,839.577864497245,841.364757311839,843.155453211371,844.949960290035,846.748286659249,848.550440447698,850.356429801366,852.166262883573,853.979947875016,855.797492973801,857.618906395484,859.444196373104,861.273371157224,863.106439015967,864.943408235054,866.784287117838,868.629083985347,870.477807176316,872.330465047232,874.187065972362,876.0476183438,877.9121305715,879.780611083314,881.653068325032,883.52951076042,885.409946871257,887.294385157374,889.182834136692,891.075302345261,892.971798337299,894.872330685231,896.776907979724,898.685538829732,900.59823186253,913.875421098876,927.348351063752,941.019907490887,954.893018657323,968.970656010617,983.255834805286,997.751614748638,1012.46110065612,1027.38744311634,1042.53383916588,1057.90353297404,1073.49981653774,1089.32603038659,1105.38556429841,1121.68185802526,1138.21840203021,1154.99873823495,1172.02646077841,1189.3052167866,1206.83870715377,1223.38450961543,1240.15715562917,1257.15975522829,1274.39546108481,1291.86746909397,1309.57901896685,1327.5333948311,1345.73392583988,1364.18398678913,1382.88699874341,1401.02192152943,1419.39466231849,1438.00833981161,1456.8661136079,1475.97118474088,1495.32679622178,1514.93623359012,1534.80282547136,1554.92994414193,1575.32100610167,1595.49861309794,1615.93466635533,1636.63247620048,1650.32641331682,1664.13492955613,1678.05898361826,1692.09954222462,1706.25758018536,1720.53408046695,1734.93003426051,1749.44644105061,1764.08430868462,1778.84465344274,1793.72850010851,1808.73688203998,1823.87084124148,1839.1314284359,1854.51970313772,1870.03673372649,1876.98561694335,1883.96032156633,1890.96094354538,1897.987579187,1905.04032515555,1912.11927847457,1919.22453652817,1926.35619706228,1933.51435818609,1940.69911837333,1947.91057646366,1955.148831664,1962.41398354994,1969.70613206707,1977.02537753237,1984.37182063558,1991.74556244061,1999.14670438691,2006.57534829086,2014.03159634718,2021.51555113035,2108.76735722505,2112.14903414834,2197.55364248109,2262.05575201087,2384.0070544736,2407.97983176662,2562.304779503,2677.74378107167,2787.97406970035,2929.12570360784,2953.45841710137,3051.21479961508,3155.28911899022,3263.3564946657,3382.41429755888,3509.23016955737,3641.31347342623,3772.72791600377,3900.85784465583,4044.76597085643,4206.44240448959,4371.14059621035,4588.86106992005,4605.96799017335,4622.01652110391,4640.51714397551,4660.81771083723,4682.26963370385,4705.09727737077,4738.32425756301,4763.74558869695,4789.93898868094,4817.90050184702,4845.32893534407,4870.68714880284,4901.63620388336,4932.48361911831,4963.71463714521,5001.14777775325,5045.82494926446,3585.07681789458,3294.67588958132,3583.86036694851,3850.56821509524,4334.3508447031,4709.08884300933,4212.34898877898,4729.11291064513,5182.26834758134,5534.41526814128,5904.89881005776,6073.97901508542,6405.10156353653,6748.15585457822,7082.90478205092,7456.30977217481,7859.95470774092,8397.54990177558,8642.08861300925,8900.06142002784,9121.45595839853,9329.21364989981,9489.333939227
Algeria,1520.02597320695,1519.98851097572,1519.95104966777,1519.91358928309,1519.87612982164,1519.83867128342,1519.80121366839,1519.76375697653,1519.72630120782,1519.68884636224,1519.65139243977,1519.61393944037,1519.57648736403,1519.53903621073,1519.50158598044,1519.46413667315,1519.42668828881,1519.38924082743,1519.35179428896,1519.3143486734,1519.27690398071,1534.78914944297,1550.45977930418,1566.2904107137,1582.28267733246,1598.43822950148,1614.75873441228,1631.24587627885,1647.90135651147,1664.72689389233,1681.72422475283,1698.89510315283,1716.24130106164,1733.76460854086,1751.46683392914,1769.34980402874,1787.41536429414,1805.66537902239,1824.10173154556,1842.72632442506,1861.54107964798,1880.54793882548,1899.74886339306,1919.14583481307,1938.74085477914,1958.53594542275,1978.53314952191,1998.73453071199,2019.14217369864,2039.75818447294,2060.58469052874,2081.6238410822,2102.87780729359,2124.34878249133,2146.03898239835,2167.95064536072,2190.08603257866,2212.4474283399,2235.03714025537,2257.85749949736,2280.9108610401,2304.19960390276,2327.72613139497,2351.49287136482,2375.50227644943,2399.75682432801,2424.25901797762,2449.01138593136,2474.01648253942,2499.2768882326,2524.7952097886,2553.53633568788,2582.60463755562,2612.00383981498,2641.73770928624,2671.81005566946,2702.2247320326,2732.98563530522,2764.09670677775,2795.56193260647,2827.38534432428,2859.57101935722,2892.12308154691,2925.0457016789,2958.34309801708,2992.01953684416,3026.07933300828,3060.52685047583,3095.36650289064,3130.60275413948,3166.24011892396,3202.28316333901,3238.73650545794,3275.60481592409,3312.89281854932,3350.60529091918,3388.74706500515,3427.32302778363,3466.3381218622,3505.7973461128,3545.7057563123,3586.06846579022,3626.89064608394,3668.17752760124,3709.93440029053,3752.16661431858,3794.87958075605,3838.07877227077,3881.76972382894,3925.95803340431,3970.64936269544,4015.8494378511,4061.56405020395,4107.79905701254,4125.56191412323,4143.40158100196,4161.31838978789,4179.31267405642,4197.38476882537,4215.53501056126,4233.76373718552,4252.07128808085,4270.45800409747,4288.92422755952,4307.47030227138,4326.09657352415,4344.80338810199,4363.59109428862,4382.46004187382,4401.41058215992,4420.44306796832,4439.55785364612,4458.75529507264,4478.03574966613,4497.39957639034,4516.84713576126,4536.37878985383,4555.99490230864,4575.69583833875,4595.48196473644,4615.35364988009,4635.31126374101,4655.35517789032,4675.4857655059,4695.70340137929,4716.00846192271,4736.40132517607,4756.88237081396,4777.45198015278,4798.11053615779,4818.85842345026,4756.00930873245,4858.12495702468,4832.99483721104,5073.97321089473,5103.04635549091,5483.81810369082,5978.857981916,6069.31688370461,7039.03259249285,7373.03531752012,6353.75280992246,5060.0840041355,6241.90325899193,6376.51389037926,6601.77344498956,6091.48788481898,6441.09393072471,6982.2549965897,7434.44278017364,7941.93375562622,7060.72226551658,8297.19694221496,8320.8816281939,8571.53535695332,8904.94896150033,9209.62403969614,9740.84869817567,10658.8101254238,11271.5138846813,11129.0092231172,11055.9754952601,11396.7386387366,11611.9633791812,11875.5704672422,12114.8833533146,11656.3823961621,11270.1745442494,10743.7525906203,10826.5909911747,10403.5924364805,10040.1643490571,9964.61110474903,9522.44280963136,9229.89309006174,9387.78032818159,9569.84430036622,9516.44790407813,9849.57909155254,10014.9952232118,10114.652903695,10228.9024502451,10489.9449117293,11062.8628876123,11487.6074486366,11924.0880007448,11946.4462913478,12167.6535419065,12225.056345701,12246.8968101223,12498.6664050516,12605.771553359,12751.716076132,12956.5985666323
Angola,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3088.2427566246,3159.75914596299,3232.95533569698,3304.76158522233,3168.8675555255,3372.05052396724,3259.05790804976,3515.17481128593,3642.3351880525,3597.65663086026,3678.8752626858,4099.10462076286,3920.45127227911,4052.97914966468,4432.13513841347,4685.32909262525,4874.42967560694,5071.53248039847,4909.77602283609,4966.24366376023,5190.09019945401,5391.38520992565,5285.1656203229,5585.22891080673,5625.13213540756,5210.62604050466,4812.94598217349,4722.83472471669,4351.18164453203,4238.11497872735,4218.14105696667,3897.35813477865,3760.144697223,3779.69296786008,3871.97632042544,3884.20134382791,3897.09625100013,4065.1471060555,4187.95120541628,4098.41620139425,3968.67022621902,3888.20339423095,3544.93858604755,2607.33787983537,2558.73440157133,2854.51328902456,3329.79486056542,3419.6986648093,3329.63262567958,3342.53152999645,3340.65484012067,3334.94719830423,3690.68937354707,3681.57430453037,3956.00982298326,4613.31704013035,5303.70309042686,6341.61360623281,7012.63135664347,6980.11242744376,7021.57718880063,7094.08401189458,7244.82842857969,7319.34474317966
Antigua and Barbuda,771.878734954099,771.878734954099,771.878734954099,771.878734954099,771.878734954099,771.878734954099,771.878734954099,771.878734954099,771.878734954099,771.878734954099,771.878734954099,771.878734954099,771.878734954099,771.878734954099,771.878734954099,771.878734954099,771.878734954099,771.878734954099,771.878734954099,771.878734954099,771.878734954099,776.979175241012,782.11331834929,787.28138698131,792.483605311026,797.720198993694,802.99139517566,808.297422504217,813.638511137515,819.014892754553,824.426800565221,829.874469320421,835.35813532225,840.878036434244,846.434412091703,852.027503312072,857.6575527054,863.324804484856,869.029504477333,874.771900134101,880.552240541546,886.370776431975,892.227760194488,898.123445885931,904.058089241911,910.031947687892,916.045280350361,922.098348068068,928.191413403339,934.324740653468,940.498595862177,946.71324683116,952.968963131698,959.266016116353,965.604678930736,971.985226525356,978.407935667548,984.873084953479,991.380954820228,997.931827557957,1004.52598732215,1011.16372014594,1017.84531395251,1024.57105856761,1031.34124573209,1038.15616911459,1045.01612432423,1051.92140892349,1058.87232244109,1065.86916638497,1072.9122442554,1080.0018615581,1087.13832581755,1094.32194659029,1101.55303547833,1108.83190614272,1116.15887431712,1123.5342578215,1130.95837657593,1138.43155261446,1145.95411009908,1153.52637533378,1161.14867677874,1168.8213450645,1176.54471300639,1184.3191156189,1192.14489013026,1200.02237599703,1207.95191491883,1215.9338508532,1223.96853003047,1232.0563009688,1240.19751448932,1248.39252373129,1256.64168416748,1264.94535361955,1273.30389227359,1281.71766269573,1290.18702984787,1298.71236110354,1307.29402626378,1315.93239757322,1324.62784973623,1333.38075993314,1342.19150783665,1351.06047562824,1359.9880480148,1368.97461224529,1378.02055812754,1387.12627804517,1396.2921669746,1405.51862250218,1414.80604484144,1424.15483685048,1459.05868379993,1494.81797041109,1531.45366219577,1568.98723849824,1607.4407050885,1646.83660706416,1687.19804206854,1728.54867383271,1770.91274604944,1814.31509658713,1858.78117205221,1904.33704270832,1951.0094177612,1998.82566101819,2047.81380693153,2098.00257703477,2149.42139678214,2202.10041280056,2256.07051056443,2311.36333250369,2368.01129655561,2426.04761517131,2485.50631478805,2546.42225577878,2608.83115289065,2672.76959618438,2738.27507248685,2805.38598736949,2874.14168766527,2944.58248453758,3016.74967711449,3090.68557670225,3166.43353159222,3244.03795247578,3323.54433848211,3404.99930385416,3488.45060527833,3573.94716988406,3661.53912392954,3751.27782219053,3843.21587806946,3937.40719444239,4033.90699526209,4132.77185793553,4234.05974649502,4337.83004558224,4444.14359526519,4553.06272670848,4664.65129871778,4778.97473517996,4896.10006342088,5016.09595350314,5139.03275848709,5264.98255567847,5394.01918888706,5526.21831172097,5661.65743194196,5933.39133686609,6213.36020012498,6591.98390478218,6704.22204127908,6282.64011493054,5723.11589887025,6193.07230883706,6501.95505300127,7320.1115650312,7931.3636702908,8433.44140717446,8563.9037226613,9251.89759909798,10070.5830554881,11030.9040733308,12206.2931588158,13583.2256837161,14946.8177903266,16074.022706598,16593.2037427747,16848.4637772193,16742.0122789398,17257.6165162939,17889.2650056722,16703.3054905119,17354.4484248615,17759.8463502671,18083.6930591946,18389.2895742295,18263.7458865736,18309.6170966735,18458.1548991655,19134.7816033626,20235.6031212136,20902.1500157662,23259.7375141121,24604.9894188024,24698.0296388904,21820.4452766783,19959.5048001112,19367.7905641189,19908.8862316704,20002.068060221
Argentina,948.545561121533,948.545561121533,948.545561121533,948.545561121533,948.545561121533,948.545561121533,948.545561121533,948.545561121533,948.545561121533,948.545561121533,948.545561121533,948.545561121533,948.545561121533,948.545561121533,948.545561121533,948.545561121533,948.545561121533,948.545561121533,948.545561121533,948.545561121533,948.545561121533,961.945577066604,975.534893805109,989.316185571954,1003.29216438072,1017.46558055734,1031.83922328138,1046.41592113485,1061.19854265891,1076.18999691831,1091.39323407392,1106.81124596324,1122.44706668919,1138.30377321718,1154.38448598064,1170.69236949505,1187.23063298074,1204.00253099438,1221.01136406946,1238.26047936583,1255.75327132833,1273.49318235483,1291.48370347362,1309.72837503045,1328.23078738518,1346.99458161838,1366.02345024781,1385.3211379551,1404.89144232265,1424.73821458097,1444.86536036653,1465.27684049038,1485.97667171756,1506.96892755763,1528.25773906619,1549.84729565792,1571.74184593095,1593.945698503,1616.4632228592,1639.29885021201,1662.45707437322,1685.9424526383,1709.75960668319,1733.91322347383,1758.4080561885,1783.2489251532,1808.44071879022,1833.98839458015,1859.89698003744,1886.17157369978,1912.81734613146,1939.83954094081,1967.24347581216,1995.03454355228,2023.21821315162,2051.80003086054,2032.27063211525,2178.716659314,2001.93986116008,2027.46974021845,1925.73660802079,1896.91872958054,2329.88608448235,2539.60664696008,2640.56615142501,3014.69153022402,2933.24972100392,3041.60386473447,3435.2085968712,3661.68880549993,3245.99513591605,2971.26968727411,3456.62291550458,3554.77306414147,3988.28423025886,4297.92984870854,4621.22594499119,3610.14739721578,3807.36837961676,4365.21695009668,3721.44458896488,3930.50255825813,3739.86305574977,4168.98241656776,4495.60900708064,4964.98738438652,4984.42416817179,4858.2576937949,5108.69149224424,5123.73039666664,5258.83763847456,5143.07799830136,5357.67802603973,5199.28181148498,4453.09950776738,4298.54807686024,4100.45732430703,3697.45272586389,4311.29908654402,4395.38809677984,4639.35120264442,4616.69494586991,4845.20152838726,5231.51794236087,5480.19322617275,5290.30369243247,5400.34555591275,5635.16798021388,5829.51722490216,5938.22142629659,5529.61165779484,5042.55820234286,4781.24326790881,4916.76416978358,5212.9485354721,5342.35061844219,5303.00098838439,5604.08089756932,5533.32920098686,5658.36925514911,5661.32143555025,5868.97334532847,5842.18251067027,5711.363840073,6265.63269421602,5966.7803022871,6361.05849294206,6920.87483094417,7139.33691192197,6880.97681705594,6804.6687905064,6923.57878892013,6432.98427729719,6646.5760221308,6793.50427668036,7146.40454828353,7215.13008050267,7461.96875031595,7789.53193001224,7155.73339110542,7601.1552967435,8017.44364039296,7762.66269980901,7457.26765417756,8110.59713376188,8730.41736214179,8658.08307643648,8763.62022665837,9015.48268665595,9653.74385563582,10025.2818940846,10238.4572056348,10276.3797592057,10483.6487417328,10871.4035406911,10628.2602845167,10460.1655078719,10968.4934697399,10450.1470314038,11018.3676416453,11020.157633991,10253.4224442688,9791.95526797093,10053.9054643646,10122.4075425059,9277.98463631086,9823.46915399525,9946.24069501154,9626.20840971474,8823.21535216242,8539.07032633943,9332.68958480114,10129.879842898,10601.8086347602,11107.6533875032,10673.318768385,11149.5303413001,11935.1365483534,12267.5605519631,11721.6180756926,11504.2787212506,10874.559925004,9574.0260652999,10318.0964195117,11135.0718980422,12039.301647163,12912.7112431556,13873.3973747516,14645.602866175,14605.1640737957,15765.0716740838,16971.6686925823,17100.9091527563,17628.5863463445
Armenia,540.718051996553,540.718051996553,540.718051996553,540.718051996553,540.718051996553,540.718051996553,540.718051996553,540.718051996553,540.718051996553,540.718051996553,540.718051996553,540.718051996553,540.718051996553,540.718051996553,540.718051996553,540.718051996553,540.718051996553,540.718051996553,540.718051996553,540.718051996553,540.718051996553,542.722424888234,544.734227734721,546.753488077908,548.780233561787,550.814491932818,552.856291040317,554.905658836833,556.962623378531,559.027212825577,561.099455442524,563.179379598696,565.267013768581,567.362386532215,569.465526575581,571.576462690994,573.695223777498,575.821838841265,577.956336995986,580.098747463276,582.249099573068,584.407422764019,586.573746583911,588.748100690054,590.930514849697,593.121018940431,595.319642950598,597.526416979705,599.741371238834,601.964536051053,604.195941851838,606.435619189482,608.683598725517,610.939911235135,613.204587607608,615.477658846707,617.759156071134,620.049110514942,622.347553527965,624.654516576248,626.970031242475,629.294129226403,631.626842345298,633.968202534366,636.318241847193,638.676992456187,641.044486653011,643.420756849029,645.805835575754,648.199755485286,650.602549350761,653.014250066803,655.434890649973,657.864504239218,660.303124096327,662.750783606388,665.207516278242,667.673355744942,670.148335764218,672.632490218931,675.125853117544,677.628458594586,680.140340911116,682.661534455195,685.192073742358,687.731993416082,659.689999260555,769.645317545217,738.711714272608,685.34989749943,681.000365614414,622.38378612419,679.819949245344,768.674323900162,872.001365271124,805.118771147762,884.757025467828,868.000312883864,889.089010051693,941.334088004342,919.046427612396,939.866291598462,1019.02708033598,946.592325048276,1044.46372344439,922.401892496915,879.612511068691,843.330698744896,918.918734418487,951.916368379195,1013.46132142095,934.232850368332,1007.13951502438,1055.66175261808,1005.81192942592,1032.84687664489,1000.26263509959,833.488682338211,694.520977999664,578.72338173619,549.401637895204,521.565516873357,565.649969100061,613.460585855009,665.312314957448,721.546724663835,782.534253715724,848.676651569198,920.409624880595,998.205707682019,1040.9302411915,1048.00624043311,1029.52302381452,1065.85087767325,1161.05713115864,1324.55673722989,1411.48024238688,1525.16105304884,1517.45901926624,1575.38446712471,1506.39349451527,1474.81239264956,1443.89337940723,1413.62257429269,1383.9863878109,1354.97151536664,1326.56493129168,1470.63384238447,1657.78614485994,1806.59698254205,1952.47238689473,1923.68711167979,2008.84457536042,2056.17893403951,2115.2792193996,2250.96772618025,2417.79926456846,2418.7834759474,2549.23089690254,2470.78619258477,2650.86016402951,2753.32040363977,2781.79748228295,2677.63844415139,2982.47880519446,3113.33655783002,3227.59634120095,3334.59973937748,3495.14054517636,3510.86185165698,3745.83237393909,3807.80453248274,3791.44322006003,4071.19218352621,4114.6860840261,4053.0225911317,4168.68946394779,4193.02200035983,4224.87184362807,4134.37875438634,4071.1297033006,4040.36415915538,4070.8272896929,4130.09648223339,4108.77619942666,4073.97339916511,4168.71764234281,4151.33307793909,4170.14136200488,4175.78409016647,4014.01483000361,3481.79161707132,2061.88108845645,1965.83509597344,2141.90019303131,2332.47671597805,2474.41152043984,2559.73951477166,2755.4758519388,2847.83273771648,3020.87442814481,3327.2447259345,3847.15876062211,4399.58622623552,4878.2927848127,5577.17866399099,6306.19900894331,7161.24413700353,7640.54994619913,6494.47490690267,6571.63032050142,6812.35195593287,7283.80179956382,7501.12922527828
Australia,792.125954622414,793.83377707801,795.545281596443,797.260476116235,798.979368593025,800.701966999602,802.428279325946,804.158313579263,805.892077784022,807.629579981992,809.370828232284,811.115830611379,812.864595213175,814.617130149018,816.373443547744,818.133543555712,819.897438336848,821.665136072677,823.436644962363,825.21197322275,826.991129088396,834.486516965329,858.971160979106,888.088827452974,937.773038469378,982.903411076089,1001.51537367163,1031.96087460333,1057.88233655366,1116.65357747331,1354.70678564279,1400.03802943521,1431.28837168663,1436.49935661385,1510.92448701382,1828.52980943205,1796.73985806983,1883.41081267075,1859.97849913916,1735.2828677491,2193.44999195785,1871.03755271535,1706.493547721,1978.86005575318,2249.17864151585,2314.12752538807,2557.75155985187,2958.98448491199,3386.13745351884,3345.69233500359,3153.6518354087,3743.01650797294,4389.57707766428,4805.92273833896,4208.44932112593,3993.98312507467,4873.80979490661,4300.92618345972,3667.69820643908,4734.9294552698,4621.28402361564,4551.4309038653,4373.94966881948,4359.48265541423,4623.2524433008,4409.66002325532,4539.79528017446,4963.38057295094,5039.6800039507,4939.48211707167,5226.11533221915,5266.45873544395,5673.46683890184,6104.87787767298,6122.70852815672,6607.1387987455,6398.06254072463,6444.09717604474,6829.37780638059,6713.75540996776,6842.13253080964,7112.65841223558,6486.43351381322,7145.3091586775,6871.20728801045,7060.66969125712,6912.46780414288,7395.13238189833,7190.7742453424,7578.91972820165,7117.20925534549,7450.55427583056,6379.15985555872,5920.03614679742,6012.12772009987,5567.86166900984,5883.42438678565,5460.38256544363,6212.87215307794,6130.39295082901,6407.81431080447,6128.99641405097,6103.23054009334,6508.18833668389,6857.04442634055,6836.67028252912,7196.57606883498,7370.67596180372,7493.11383449571,7952.11661737627,8318.10978163388,8148.78710010564,8140.32333483389,8233.46562753398,8025.81678345746,7818.00363312876,7788.79263330255,7649.57764959627,7346.92095951225,7528.98113054028,7608.82086287459,7840.71060410935,8084.77989528764,8289.69367595366,8649.56320090533,8866.16367522925,8897.25255674328,8851.32593780994,8704.40861072366,8402.96733451794,7517.36168178215,6951.05213884764,7286.59018350876,7731.47742890895,8078.67085317285,8490.15992864855,8806.70683734175,9173.614249398,9398.21945922713,9333.13259237952,9844.97316949542,10838.2151425149,11983.3452815543,12298.4865088285,11754.3502073944,11043.64891988,10529.5931645611,10640.5042249457,11124.376615471,11554.3983566431,11833.4616016824,11986.3655588054,11843.4584658737,11983.0344637448,12438.5946875964,12816.7162898568,12945.9032227291,12917.0262270832,13260.6764420085,13776.3262707868,14035.7285587089,13815.7620184292,14412.3552508969,15008.0794405541,15724.9445382147,16208.6461650973,16351.4236045106,17136.1039036801,17799.5928033753,18458.5013902134,19197.0164901098,19621.6802865168,19805.1239489563,20561.4000089184,20732.2919763442,21027.1973710664,21648.2932899845,21628.391672099,21983.2857492264,22862.8483928254,23010.2120744853,23406.9661545052,22976.5379750108,22666.9345259605,23941.7994388969,24820.9422839905,24972.3133405242,25821.7718607059,26552.3465617017,27290.5700590949,27311.7027377457,27007.307005776,27633.6082639077,28374.8383130489,29232.5461455744,30103.7867827566,30849.8332446269,31848.7867478073,33230.4417949163,34190.8313508126,34495.4791959639,35441.2578693364,36201.5724237969,37318.1201552352,37865.8003908167,38690.9756927212,39170.1073965563,40341.119524333,40633.1134011053,40567.9554838999,41152.6784123794,41588.184480796,42328.3266128355,42821.9493802049
