"","Country","AidRecieved","BirthByProS","PrimaryCompletion","ElecGenpCap","EnerUsepPsn","PrimaryExpd","SecndryExpd","TertiryExpd","DebtExternl","GPDpCapUSDl","MalnutLwWgt","AidRecdpPsn","BMImaleIndc","DroughtKill","EpdmcAffctd","EpdmcKilled","InfanttMort","GNItotalPPP","GovtCivlAid","HIVPlwha","HourCompens","HourCompns2","HoursprWeek","HealthExpnd","PovertyPPP","Ruralpovrty","TobaccoUse","AdultLitrcy","SEENRPRSCFM","SIPOVGINI","HealthExpGDP","TsunamiKill","UrbanPopulat","MaternalMort","MurderedMale","MurderFemale","OilConsumptn","SuicideFmale","SuicideMale","MaternalMort2"
"23","Belize",0.957996498211694,0.945917285259809,0.769921834593705,NA,0.0312895422894021,0.263410956990834,0.0802244456562523,0.0159902162027614,0.722705701027985,0.0321829883486477,NA,0.911805462065236,0.489955393736876,NA,NA,NA,0.878997407087295,0.999874581666666,NA,0.999189277027968,NA,NA,NA,0.0433281751348129,0.76919032597266,NA,NA,0.602361303568052,0.670185860986167,0.692232773313855,0.209876543209877,NA,0.380011675947548,0.943693276532691,0.214402518275198,0.579183802998561,NA,0.93602057804547,0.732726771118743,0.953551912568306
"24","Benin",0.858577136614639,0.724284199363733,0.415990025345351,NA,0.0224650211246779,0.19665243230589,0.0748498257891795,0.0748894889517853,0.942217921561894,0.00255377522780009,0.549549549549549,0.908377132084734,0.818137171743379,1,0.993729425637498,0.978859705317104,0.509075194468453,0.999041769754174,NA,0.988582020521648,NA,NA,NA,0.00587045641368989,0.208517350157729,0.640050697084918,NA,0.0454457420111522,0.429024866332852,0.338933528122717,0.141975308641975,NA,0.381495868510868,0.696703093165401,0.294405199049319,0.792696342309471,NA,0.839541222051033,0.874324564181169,0.683060109289617
"25","Bermuda",0.962387202011284,NA,0.571673555105577,NA,NA,0.179354431621083,0.0545406323572295,0.0144353174580851,NA,0.599085796893765,NA,0.990010828246459,0.39042241233066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.912721717728931,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"26","Bhutan",0.942097780704249,0.623541887592789,0.616032410563406,NA,0.0192124776566336,0.11280029267774,0.0891274311775386,0.043894424254354,0.7830127708013,0.0127187820659175,0.238738738738739,0.850107601197926,0.78937974627604,NA,1,1,0.706136560069144,0.999750939983962,NA,0.999778569056097,NA,NA,NA,0.0310042357188918,0.687592008412198,NA,NA,0.368278955774373,0.826784350335229,0.325298271244217,0.209876543209877,NA,0.276616669660499,0.825523245045379,0.172417112582941,0.939159916834944,NA,0.533679078336252,0.71221647202494,0.837887067395264
"27","Bolivia",0.860691678015055,0.693531283138918,0.614826046523832,NA,0.0405212843784932,0.207964308108038,0.0423675704999882,0.0185634149504774,0.908801683165861,0.011103823781757,0.867117117117117,0.913995472361254,0.674510421671031,1,0.998747113447649,1,0.731201382886776,0.996756318472606,NA,0.996974967588938,NA,NA,NA,0.0260373821628078,0.738801261829653,0,0.423157894736842,0.881772983646164,0.768106594245948,0.769174579985391,0.185185185185185,NA,0.627395814621879,0.783385812187442,0.0644698055420281,0.938831438984582,NA,0.96020844894896,0.953091248606017,0.828779599271403
"28","Bosnia and Herzegovina",0.885325411909073,0.99575821845175,0.419482769147396,NA,0.0942650270598437,NA,NA,NA,0.834228087247918,0.0201402191516794,0.968468468468468,0.875510544393127,0.519245271721853,1,1,1,0.964563526361279,0.997749554715728,NA,NA,NA,NA,NA,0.114600826413399,0.998527865404837,0.806083650190114,0.2,0.973281180663962,0.829415259271832,0.280253226199172,0.574074074074074,NA,0.419267558828813,0.986756806816077,0.0331298243401692,0.976050155716418,NA,0.778142926540784,0.710561073504412,0.994535519125683
"29","Botswana",0.938335603010939,0.942735949098621,0.637482963917565,NA,0.0622438185827704,0.190771802163847,0.128582956572667,0.132288615928568,0.966511901992729,0.0406306435897974,0.86036036036036,0.908414986789096,0.838701813759942,1,1,1,0.660328435609335,0.998075500381577,NA,0.946438711843341,NA,NA,NA,0.135232801775939,0.481072555205047,NA,NA,0.800410908385172,0.787388610710345,0.882882882882883,0.401234567901235,NA,0.569054248248608,0.524819411002037,0.456404534623094,0.679301704236861,NA,0.66133450097013,0.786564114447265,0.856102003642987
"30","Brazil",0.862735884351196,0.968186638388123,0.725890354486753,0.0405990225228228,0.0753035437023136,0.288645497058529,0.0607661449595462,0.014265918191968,0.947469366459355,0.0446848335895733,0.954954954954955,0.950677638324279,0.5780787801634,1,0,0.921204356181935,0.903197925669836,0.851576520454276,NA,0.912509776890467,0.892125403343102,0.892125403343102,0.674698795180726,0.121293861749327,0.886750788643533,0.538656527249683,NA,0.871214106084391,0.83878468980735,0.730216703189676,0.444444444444444,NA,0.827142087300162,0.940729764771254,0.171549765540984,0.61432068721666,0.0465196303102364,0.934847571553156,0.882223889185583,0.950819672131147
"31","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469409996992035,NA,NA,NA,0.8971477960242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Brunei",0.961100219984137,0.998939554612937,0.862573902916658,NA,0.461738513164594,0.0669716603815575,0.0184843460067533,0.016522433261525,NA,0.163670197540509,NA,0.944190918265996,0.692441312613066,NA,NA,NA,0.956784788245462,0.998735970347704,NA,NA,NA,NA,NA,0.1716730126711,NA,NA,NA,0.93906505651978,0.813460069591785,NA,0.0617283950617284,NA,0.730112717801329,0.979718466382663,0.0277124436798151,0.990187567536104,NA,0.990049495257515,0.963444652228285,0.979963570127505
"33","Bulgaria",NA,0.99575821845175,0.726304720451826,0.111553358419689,0.131361407017716,0.384603281992559,0.0777752275743684,0.0128012542451101,0.635570228220082,0.0238873133081362,0.948198198198198,NA,0.524147113708193,1,NA,NA,0.923941227312014,0.993155429773972,NA,0.999314278367268,NA,NA,NA,0.111602805041901,0.996214511041009,NA,0.296842105263158,0.977964882473195,0.736399898158364,0.0849768687606526,0.314814814814815,NA,0.697790551463984,0.977681052046675,0.0455617149316991,0.966710635602861,0.0433032406305007,0.83914639630984,0.759369995259737,0.991803278688525
"34","Burkina Faso",0.802723613127217,0.506892895015907,0.111436995130241,NA,NA,0.472585565479876,0.101701698832561,0.16215437282919,0.924846546524744,0.00167553029176805,0.283783783783784,0.915965425994816,0.899878255836663,1,0.986181398319658,0.839846252402306,0.445980985306828,0.998557893403433,NA,0.978581913377643,NA,NA,NA,0.00917564315519516,0.237539432176656,0.394169835234474,0.741052631578947,0.0458086012543625,0.608283119748791,0.367421475529584,0.302469135802469,NA,0.17492590264056,0.673921096499352,0.374916650175992,0.692663099337066,NA,0.793109319952058,0.82443888000613,0.728597449908925
"35","Burundi",0.867431872259551,0.579003181336161,0.283332568044674,NA,NA,0.296498168948094,0.221675769545137,0.246408173526202,0.887601464433021,0.000295162854177164,0.216216216216216,0.909922174032633,0.883388621910243,1,1,1,0.43647363872083,0.999673418450847,NA,0.985724847051933,NA,NA,NA,0.0037478368470919,0.017875920084122,0.239543726235742,NA,0.825273775261159,0.71121106679114,0.208668127587047,0.604938271604938,NA,0,0.173272828301537,0.429776479720643,0.309401668062258,NA,0.732367073560318,0.630582512242054,0.273224043715847
"36","Cambodia",0.85189979498077,0.692470837751856,0.563614712312855,NA,0.0192692496343892,0.0942510484262133,0.0149511791674485,0.0219321652527181,0.853589275650717,0.00457591076231991,0.364864864864865,0.923127635025054,0.933137649311233,1,1,1,0.721694036300778,0.997889569922756,NA,0.988582020521648,NA,NA,NA,0.0125904810262846,0.440378548895899,0.576679340937896,0.593684210526316,0.650581654447879,0.692302469659679,0.32018504991478,0.240740740740741,NA,0.101883869229387,0.715965919614743,0.277186665402495,0.676450687166278,NA,0.876698882467082,0.889811364761652,0.774134790528233
"37","Cameroon",0.880816485341873,0.60763520678685,0.445987759754529,NA,0.0196779535674671,0.0920282296661776,0.0915855296468847,0.0144530093413453,0.95981219302437,0.00529323579679733,0.644144144144144,0.936940383682057,0.728084981417621,1,1,1,0.486603284356093,0.996919677101516,NA,0.901795376379033,NA,NA,NA,0.0126463827449928,0.681282860147214,0.425855513307985,0.934736842105263,0.615643914726837,0.553712976321819,0.345994643291941,0.203703703703704,NA,0.462064397341477,0.509446193739581,0.347564287245805,0.750684854984184,NA,0.80567487390751,0.853664304287017,0.373406193078324
"38","Canada",NA,1,0.622603128533678,0.326467136922066,0.41265514747806,NA,NA,0.0227067147924537,NA,0.24584979145409,NA,NA,0.459337592003091,1,1,1,0.974070872947277,0.910076088580175,0.13866819445125,0.987332007128648,0.377931369103694,0.377931369103694,0.622891512784093,0.525732038990319,NA,NA,0.63578947368421,NA,0.769786981244165,0.191380569758948,0.58641975308642,NA,0.782892491467577,0.994072976477125,0.0378479429502471,0.980925748154239,0.24393126516414,0.824280331296301,0.755889116714235,0.990892531876138
"39","Cape Verde",0.912633374736244,0.761399787910923,0.615227394171932,NA,0.011361732787652,0.260990851509301,0.0454602917806527,0.02397377658279,0.814841122310649,0.0183655213409712,NA,0.577124048641999,0.739953611767272,1,1,1,0.851339671564391,0.999885112876422,NA,0.999421422372383,NA,NA,NA,0.0201312022657666,0.570977917981073,NA,NA,0.798341301608652,0.847797674615972,0.628682736790845,0.141975308641975,NA,0.579874708101311,0.883682163363586,0.260913192574558,0.838556041410345,NA,0.826657245900188,0.890501041336513,0.929872495446266
"40","Cayman Islands",0.962046002125017,1,0.73371597766299,NA,NA,NA,NA,0,NA,NA,NA,0.986421234933522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984865023958059,0.69080879232793,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"41","Central African Republic",0.9226419047334,NA,0.0900770654089694,NA,NA,NA,NA,NA,NA,0.00116923769854594,NA,0.918919119756098,NA,NA,NA,NA,0.230769230769231,0.999776742179778,NA,0.976796179959071,NA,NA,NA,0.00181391044461099,0.158359621451104,NA,NA,NA,0.2698803360774,0.769418066715364,0.135802469135802,NA,0.31629019220406,0.370253750694573,NA,NA,NA,NA,NA,0.191256830601093
"42","Chad",0.888966373853314,0.180020922764581,0.0421249526319959,NA,NA,0.140978284592782,0.059244385880415,0.144021828522196,0.916207143335349,0.00182403595211057,0.240990990990991,0.928015477954499,0.884616042573392,1,0.989086375472903,0.985906470211403,0.242005185825411,0.998979121469625,NA,0.962510312610492,NA,NA,NA,0.0054710089736115,0.124815983175605,0.209125475285171,0.892631578947368,0.135006757545508,0.242128490197742,0.36717798879961,0.166666666666667,NA,0.122388629423388,0.438044082237451,0.361733164235413,0.670673142323375,NA,0.804063930937838,0.818713495653393,0
"43","Channel Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429524381789812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227811208909646,NA,NA,NA,NA,NA,NA,NA
"44","Chile",0.932143124373344,0.998409331919406,0.65305529303071,0.0650136186994695,0.10390545776814,0.26894026818447,0.0543202110326613,0.00706431015048061,0.844576930842257,0.066767778999783,0.990990990990991,0.946048913119896,0.490463611467901,1,1,1,0.947277441659464,0.981497515297639,NA,0.990903473965792,NA,NA,0.441401971522454,0.141715732128782,0.97192429022082,NA,0.292631578947368,0.98065903953909,0.790409912585929,0.66617969320672,0.382716049382716,NA,0.878139033590803,0.983700685312095,0.04322962667803,0.920863735883088,0.0677808663057003,0.884667534424608,0.705749270282313,0.979052823315118
"45","China",0.86501204675037,0.992576882290562,0.608768290609202,0.0446660046702471,0.100017120543506,NA,0.0319993932457217,0.046447618994043,0.974603669562706,0.0240840573103804,0.869369369369369,0.952330122829278,0.782254719011905,1,1,1,0.910112359550562,0.254176677678147,NA,0.860723507751869,NA,NA,NA,0.0434840782238832,0.687276550998948,1,0.421052631578947,0.934746932778876,0.848731222948315,0.432919405892379,0.203703703703704,NA,0.444278785701455,0.976847564363771,0.0541242220989861,0.976740857820465,0.0235521762038592,0.333201174089216,0.747530500630239,0.968123861566485
"46","Christmas Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Cocos Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Colombia",0.82685602262694,0.975609756097561,0.783348260667073,0.0191667561585698,0.0382367145731944,0.242010383059823,0.045421701804242,0.0151666507794106,0.926496768117576,0.030966581708619,0.88963963963964,0.941549133493,0.638367801377391,1,1,1,0.884183232497839,0.970316411965847,NA,0.973224713121926,NA,NA,0.431544359255204,0.0834653971233948,0.834174553101998,0.0570342205323194,NA,0.914075721405047,0.833811423236867,0.759922084246409,0.358024691358025,NA,0.722615412250763,0.956751250231524,0.349653216325382,0.215994160472141,0.0168350182766116,0.922865875802483,0.859561469642496,0.918032786885246
"49","Comoros",0.951642398575341,0.5949098621421,0.411414036470462,NA,0.00285947535555902,0.468760514391695,0.0870234652325972,NA,0.687839036565073,0.00214599225453813,0.506756756756757,0.900640887810594,0.843586548838085,1,1,1,0.515989628349179,0.999961416943686,NA,0.999948213730861,NA,NA,NA,0.00396628339034405,0.317245005257624,NA,0.654736842105263,0.672535638654237,0.525061529321904,0.964207450693937,0.166666666666667,NA,0.19243533321358,0.750509353583997,0.225452674111043,0.85474667891464,NA,0.871863746150851,0.902318411851903,0.746812386156648
"50","Congo, Dem. Rep.",0.431498136869042,0.780487804878049,0.24824719462838,NA,0.019536401611306,NA,NA,NA,0.840459604117374,0,0.439189189189189,0.922098118693407,1,1,1,1,0.151253241140882,0.998481799910111,NA,NA,NA,NA,NA,0.00134689046080808,0,NA,0.92,0.480620582499992,0.426020538063312,0.480399318237156,0.376543209876543,NA,0.262158703071672,0.556306723467309,0.441335508166214,0.324846975894008,NA,0.733212933546025,0.63925122565356,0.510018214936248
"51","Congo, Rep.",0.765324813312781,0.823966065747614,0.371211354394414,NA,0.0197190259922978,0.164942925529298,0.0495449451210104,0.0692367774203676,0.851886078064299,0.0110107851429199,0.738738738738739,0.768245762069391,0.857127379464012,1,0.995971109910087,0.98334401024984,0.477095937770095,0.999125062545814,NA,0.985189127026361,NA,NA,NA,0.0104855722737976,0.218191377497371,NA,0.951578947368421,NA,0.645625053042519,0.550766983199416,0.0432098765432099,NA,0.591896443326747,0.472402296721615,0.376805749242008,0.67715468748268,NA,0.745021711183478,0.79228910713945,0.491803278688525
"52","Cook Is",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.936041486603284,NA,NA,NA,NA,NA,NA,0.0479454700793349,NA,NA,NA,NA,NA,NA,0.160493827160494,NA,NA,NA,0.00352808411016745,0.987135901361611,NA,0.881544473112916,0.915480714579918,NA
"53","Costa Rica",0.947480657857325,0.992152704135737,0.656236707314427,NA,0.0550124530755344,0.2236744395984,0.0424228743763784,0.0184707854520077,0.912402432834158,0.0500581616323894,0.97972972972973,0.941018838671507,0.528701115227857,1,1,1,0.940363007778738,0.996307839210952,NA,0.998439268992168,NA,NA,0.476451259583789,0.146843877908877,0.937749737118822,0.699619771863118,0.736842105263158,0.949923463091733,0.822439107188322,0.633795958120282,0.561728395061728,NA,0.603060445482306,0.978607149472124,0.0754928114262331,0.91272990648009,NA,0.924043423862605,0.778655171253633,0.965391621129326
"54","Cote d'Ivoire",0.835254328599434,0.541887592788971,0.247581847622114,NA,0.0264774392532775,0.206371651202359,0.110510970996727,0.0569380180765837,0.820873176146136,0.00417395313841539,0.628378378378378,0.928289267221832,0.807706234470135,1,0.99972976956714,0.971812940422806,0.35609334485739,0.997733891665723,NA,0.935724311331907,NA,NA,NA,0.0097745945249498,0.513249211356467,NA,0.901052631578947,0.422540448299772,0.256590002546041,0.409057706355004,0.216049382716049,NA,0.453024519489851,0.582793109835155,0.780335634228862,0.14615351382343,NA,0.56276014790863,0.556156522645183,0.63752276867031
"55","Croatia",0.939148197476917,1,0.595882376983212,NA,0.106981692035615,0.341499156872495,0.0813240533950985,0.0150771798085241,NA,0.0586478056808086,1,0.933228787840845,0.520338688270791,1,NA,NA,0.980121002592913,0.994423524432471,NA,0.999796426390283,NA,NA,NA,0.179440394668569,0.999579390115668,NA,0.374736842105263,0.985037425445472,0.870864805227871,0.217920623326029,0.37037037037037,NA,0.52649766481049,0.98851639192443,0.0566622731665471,0.984481237070603,NA,0.740673488453885,0.622976799566189,0.986338797814208
"56","Cuba",0.942376127979887,0.998939554612937,0.651016866793856,NA,0.0537584302429385,0.711663227769254,0.177586089761079,0.0315195247840421,NA,0.0417492799016018,0.925675675675676,0.946089048978185,0.629225584521669,1,1,1,0.977528089887641,NA,NA,0.99751068761451,NA,NA,NA,0.0497530817664502,NA,NA,0.334736842105263,0.997804106398698,0.764576084189086,NA,0.54320987654321,NA,0.721494970361056,0.964160029635118,0.105746181638685,0.929213853917084,NA,0.792798164220174,0.720555601099564,0.935336976320583
"57","Cyprus",0.95719587567155,0.989395546129374,0.698837282643304,NA,0.122740208345464,0.455821477144292,0.128727389215903,0.0294325225224435,NA,0.145360838564659,NA,0.937918156300551,0.461697632546463,1,1,1,0.993085566119274,0.998385679598009,NA,NA,NA,NA,NA,0.218750353310438,NA,NA,NA,0.982329257682999,0.788322159042689,NA,0.259259259259259,NA,0.6689038081552,0.993609927764401,0.0398001865502036,0.985215208519874,NA,0.993759569570052,0.984519844261605,0.992714025500911
"58","Czech Republic",NA,NA,0.712192763935024,NA,0.225819229992918,NA,NA,NA,NA,0.0744221762754103,NA,NA,NA,NA,NA,NA,0.987899740708729,0.983207598620949,NA,0.999635710382611,NA,NA,NA,0.243830801319411,0.998527865404837,NA,NA,NA,0.792769243825851,0.0272705137570003,0.376543209876543,NA,0.701841207113347,0.991850342656047,NA,NA,NA,NA,NA,0.997267759562842
"59","Czechoslovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0654243096825028,0.978333206732305,NA,0.761708959839502,0.596682637607799,NA
"60","Denmark",NA,1,0.650275428229464,0.11979115322433,0.174284879863673,0.394192902498756,0.104076480495962,0.0269097931231526,NA,0.292755265437438,NA,NA,0.553370702423906,1,NA,NA,0.98876404494382,0.984537466266701,0.355373131741152,0.998921417015182,0.138237437239058,0.138237437239058,0.800876178720567,0.541721771785251,NA,NA,0.387368421052632,NA,0.800628023423576,0,0.592592592592593,NA,0.853273756062511,0.996480829783293,0.0187072859329384,0.993298562320979,0.125877356155423,0.792243244464199,0.767748460599352,0.990892531876138
"61","Djibouti",0.941912215853823,0.924708377518558,0.118168474177563,NA,0.00897547215317416,0.389059650589532,0.109862558315447,NA,0.768239366012428,0.00747835850352655,0.463963963963964,0.868088281778889,0.749304675460568,1,1,1,0.446845289541919,0.999876699594848,NA,0.998367839655425,NA,NA,NA,0.0184528550340354,0.567297581493165,NA,NA,NA,0.539217516761436,0.371560749939128,0.333333333333333,NA,0.742680079037183,0.663178366364142,0.021135011601281,0.941266891347216,NA,0.846487245482844,0.907837172666925,0.819672131147541
"62","Dominica",0.956845696840908,1,0.607695742758057,NA,0.0344559576681528,0.232509252664691,0.0456034248549916,NA,0.747879625532526,0.0610148065634505,NA,0.680584697721509,0.66457772309903,NA,NA,NA,0.915298184961106,0.999961344605024,NA,NA,NA,NA,NA,0.0856345851192757,NA,NA,NA,NA,0.836934566748706,NA,0.345679012345679,NA,0.631520567630681,0.968883126504908,0.163474875943639,0.866644085880921,NA,0.937635110808288,0.840105272014213,NA
"63","Dominican Republic",0.935489277643925,NA,0.583219490337936,NA,0.0462312578448544,NA,NA,NA,NA,0.0387150313572379,NA,0.942582703844498,NA,NA,NA,NA,0.817631806395851,0.993754142996528,NA,0.992153487358793,NA,NA,NA,0.067287821316935,0.896635120925342,NA,NA,NA,0.772774335907664,0.547845142439737,0.271604938271605,NA,0.659147655828992,0.946934617521763,NA,NA,NA,NA,NA,0.865209471766849
"64","East Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0351984747012065,0.990112707224541,NA,0.636240367211403,0.525380622861966,NA
"65","Ecuador",0.939176630800772,0.980911983032874,0.712366846080604,0.0226867734432022,0.0460258119779701,0.035215101960089,0.0121000333050629,NA,0.925657374800199,0.0164436241766545,0.864864864864865,0.94669394613615,0.592179149244944,1,1,1,0.843560933448574,0.992015109971405,NA,0.993760647435508,NA,NA,0.418400876232205,0.0763461356395974,0.889169295478444,0.183776932826362,0.776842105263158,0.887383776597285,0.799813290333531,0.59800340881422,0.388888888888889,NA,0.634264415304473,0.938599740692721,0.195014435031967,0.621498419502441,0.0574380284194515,0.829420277291303,0.804126715960743,0.901639344262295
"66","Egypt",0.873048201966389,0.776246023329799,0.650273107134189,0.0257227883041239,0.0497446265638334,NA,NA,NA,0.949925371110618,0.01777273116525,0.869369369369369,0.948456533547799,0.510634794595928,NA,1,1,0.859982713915298,0.966652116532139,NA,0.998314267652868,NA,NA,NA,0.0326586641344594,0.838275499474238,0.762991128010139,0.772631578947368,0.637952124479434,0.617788339132649,0.147796445093742,0.179012345679012,NA,0.366115052990839,0.937025375069457,0.031594353595988,0.981348203273549,0.034042753730114,0.944228136435086,0.968110044952928,0.941712204007286
"67","El Salvador",0.919283779536986,0.952279957582185,0.670693699689629,NA,0.0371583284646724,0.127151539645386,0.0241866016323885,0.00606006869178174,0.818827436038845,0.0235087782021347,0.867117117117117,0.926607883712113,0.536645848509775,1,1,1,0.8971477960242,0.997282047745069,NA,0.995724954195938,NA,NA,0.499452354874044,0.0520321449826833,0.822397476340694,0.427122940430925,NA,0.792402848982549,0.742425528303488,0.575359142926711,0.314814814814815,NA,0.604403179450332,0.95554732357844,0.397940548659649,0.375087791424703,NA,0.84890640220208,0.790150911667525,0.928051001821494
"68","Equatorial Guinea",0.9490250362899,0.624602332979851,0.178130337573033,NA,0.151472841290524,0,0.000648918069184284,NA,NA,0.0834494175810456,NA,0.883909011845173,0.722049806763216,NA,1,1,0.39066551426102,0.99887682382562,NA,0.996439247563367,NA,NA,NA,0.183202049068407,NA,NA,NA,0.922716126963077,0.499142832894848,NA,0.166666666666667,NA,0.320911172983654,0.805149101685497,0.472754761687197,0.617098362419122,NA,0.738648315224784,0.7873964533787,0.783242258652095
"69","Eritrea",0.937677147090074,0.23966065747614,0.0393064365485717,NA,0.00738246309073049,0.120496455938033,0.0436817595469761,0.485387949505053,0.836660859741684,0.000428421355399422,0.227477477477477,0.935248027888303,0.927426080336892,1,NA,NA,0.693171996542783,0.999809291962129,NA,0.995903527537795,NA,NA,NA,0,NA,NA,0.898947368421053,0.584139677955035,0.458287363150301,NA,0.0555555555555556,NA,0.117152416022993,0,0.348311991715368,0.714117427895151,NA,0.760852175348155,0.809853983296913,0.783242258652095
"70","Eritrea and Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Estonia",NA,0.997879109225875,0.628689343094716,NA,0.229839928093532,0.410656025400624,0.0971529549994668,0.0114143096885718,NA,0.0610803201816827,0.977477477477477,NA,0.543991127216948,NA,NA,NA,0.989628349178911,0.998184389441195,NA,0.998242838316125,NA,NA,NA,0.145017284298241,0.984332281808623,0.871989860583017,0.273684210526316,0.997303909030535,0.781821267928371,0.275140004869735,0.259259259259259,NA,0.657780222741153,0.995647342100389,0.0839996109318973,0.895874879006538,NA,0.769740183782978,0.406944192372837,1
"72","Ethiopia",0.434157400894901,0,0.302570713933585,NA,0.0217668354535114,0.282276025090248,0.0258730088709295,0.0160103595575935,0.92194048112054,0.00114118774588828,0.225225225225225,0.928465902118118,0.972908359718363,1,0.980629391244534,0.987187700192184,0.612791702679343,0.993828918396162,NA,0.858937774333296,NA,NA,NA,0.00414852423691542,0.184227129337539,0.487959442332066,1,0.18326605047451,0.617228210133243,0.12490869247626,0.191358024691358,NA,0.0683761451410095,0.511668827560659,0.358345138583423,0.638704562584578,NA,0.776056320448798,0.773530826211924,0.683060109289617
"73","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22005722795397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339177294772768,NA,NA,NA,NA,NA,NA,NA
"74","Falkland Is (Malvinas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Fiji",0.950268620085899,0.989395546129374,0.715988562046156,NA,0.0344004157529333,0.269615995842285,0.0485854300854676,0.0323943904756562,0.953769138155807,0.0203058655596086,0.921171171171171,0.902182409675475,0.525008161420786,1,NA,NA,0.849611063094209,0.999755143205928,NA,0.999948213730861,NA,NA,0.386637458926619,0.0218536939229713,0.759726603575184,NA,0.787368421052631,NA,0.852652125944157,0.441441441441441,0.191358024691358,NA,0.463716992994431,0.948879422115206,0.00380285393488883,0.989461137187704,NA,0.880034843069179,0.92748592399033,0.978142076502732
"76","Finland",NA,0.998939554612937,0.647170408255429,0.26942665830268,0.353271498428978,0.287365031943939,0.106467578968845,0.0167506781673542,NA,0.261436556830755,NA,NA,0.510566366963139,NA,NA,NA,0.993949870354365,0.986400543175111,0.367709698649507,0.999492851709125,0.275240677226074,0.275240677226074,0.664841182913471,0.391205670369621,NA,NA,0.498947368421053,NA,0.829313417635577,0.0530801071341612,0.444444444444444,NA,0.816865008083348,0.996480829783293,0.0468144392799752,0.971201988470479,0.156306656331628,0.689346202747464,0.555837559843642,0.997267759562842
"77","France",NA,0.989395546129374,0.639691031943821,0.170506658242153,0.213283199313398,0.279773537956809,0.0906740625613911,0.0190965816319131,NA,0.218084117415076,NA,NA,0.573298824897964,1,1,1,0.985306828003457,0.846853141917829,1,0.971438979703354,0.398666994106234,0.398666994106234,0.815279272273756,0.479853055956886,NA,NA,0.423157894736842,NA,0.789951625222779,0.195763330898466,0.623456790123457,0.999717498163738,0.839942967486977,0.992128171883682,0.0233358896665688,0.992793775759793,0.10626199703542,0.723953050459181,0.649343621329949,0.994535519125683
"78","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","French Polynesia",0.882000209508702,0.989395546129374,0.438510300869452,NA,NA,NA,NA,NA,NA,0.137072136750894,NA,0.0976975460720821,0.215890607024382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.949775099719935,NA,NA,NA,0.454764684749416,NA,NA,NA,NA,NA,NA,NA
