"","Country","AidRecieved","BirthByProS","PrimaryCompletion","ElecGenpCap","EnerUsepPsn","PrimaryExpd","SecndryExpd","TertiryExpd","DebtExternl","GPDpCapUSDl","MalnutLwWgt","AidRecdpPsn","BMImaleIndc","DroughtKill","EpdmcAffctd","EpdmcKilled","InfanttMort","GNItotalPPP","GovtCivlAid","HIVPlwha","HourCompens","HourCompns2","HoursprWeek","HealthExpnd","PovertyPPP","Ruralpovrty","TobaccoUse","AdultLitrcy","SEENRPRSCFM","SIPOVGINI","HealthExpGDP","TsunamiKill","UrbanPopulat","MaternalMort","MurderedMale","MurderFemale","OilConsumptn","SuicideFmale","SuicideMale","MaternalMort2"
"11","Argentina",0.943576313544738,0.977730646871686,0.725679639402712,0.0536925975771971,0.102246183753604,0.260438613782599,0.0880449624846949,0.00983900437843145,0.879279936511015,0.109406705959188,0.939189189189189,0.950902115605459,0.455802164309002,1,1,1,0.904926534140017,0.953845992164008,NA,0.983046246924074,NA,NA,0.531215772179629,0.152254233479724,0.980862250262881,NA,0.458947368421053,0.971355233356404,0.864550623780022,0.481860238616996,0.388888888888889,NA,0.915740075444584,0.944156325245416,0.0695310478731283,0.914594882069791,0.0494952723848004,0.881568984300736,0.789078062377811,0.931693989071038
"12","Armenia",0.910399114077488,0.994697773064687,0.497350166992713,NA,0.0434967862683109,0.25398411866656,0.0546690008849342,0.00384855747929268,0.777709730094691,0.0121316130560303,0.90990990990991,0.889631138145288,0.60878639316522,1,NA,NA,0.887640449438202,0.99876602688119,NA,0.999367850369825,NA,NA,NA,0.0266621928738875,0.869821240799159,0.44106463878327,0.467368421052632,0.994241672894388,0.83683272511245,0.149987825663501,0.160493827160494,NA,0.5971214298545,0.978236710501945,0.0365607954495721,0.950459945351412,NA,0.946596432574561,0.899030097632998,0.974499089253188
"13","Aruba",0.963449710429044,0.957582184517497,0.571256161624928,NA,NA,0.222719373754163,0.0644077897026059,0.0193859275313005,NA,0.178443867121219,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.957482924695336,0.766545022490028,NA,NA,NA,0.403531974133285,NA,NA,NA,NA,NA,NA,NA
"14","Australia",NA,1,NA,0.241768441342068,0.294137857233247,0.316275543677629,0.0580668681624175,0.0106718595887917,NA,0.239885610745642,NA,NA,0.451380741327867,1,1,1,0.979256698357822,0.946709444493169,0,0.996082100879652,0.368057273169964,0.368057273169964,0.638882857424015,0.410393966893143,NA,NA,0.568421052631579,NA,0.7406772468811,0.255417579741904,0.425925925925926,NA,0.878655469732351,0.996851268753473,0.024078444511616,0.991715316664803,0.154205361216086,0.855048078270707,0.755850733382268,0.995446265938069
"15","Austria",NA,1,0.649064421999341,0.149900703087065,0.215084227215981,0.380351959511152,0.0891602452921853,0.022470178106377,NA,0.258541576633456,NA,NA,0.529525097972689,NA,NA,NA,0.986171132238548,0.976760474193886,0.550872936727197,0.996796394247081,0.261416942918849,0.261416942918849,0.715673640941607,0.523850041173155,NA,NA,0.178947368421053,NA,0.741152507850293,0.108351594838081,0.567901234567901,NA,0.637006017603736,0.997684756436377,0.0321944453167808,0.994495656580301,0.124341119940092,0.781338967035011,0.646039337702715,0.998178506375228
"16","Azerbaijan",0.937891145264355,0.872746553552492,0.592871310909198,0.0463648580046921,0.072238656593801,0.0969047611972184,0.0516909665594209,0.0115327905998916,0.954760040663466,0.0212217973131769,0.831081081081081,0.9426232778508,0.587705692751375,1,NA,NA,0.748487467588591,0.994589679847088,NA,0.998814273010068,NA,NA,NA,0.0674675800485107,0.970977917981073,0.525982256020279,NA,0.996807871156799,0.747908003055249,0.219381543705868,0.253086419753086,NA,0.479576073289025,0.977681052046675,0.0548070290519179,0.960000209244626,0.0268023450683988,0.983695602436422,0.963154751865402,0.962659380692168
"17","Bahamas",0.960871256902563,0.989395546129374,0.633493001140869,NA,0.119443097851,NA,NA,NA,NA,0.184288064391319,NA,0.943955909478972,0.474032426144488,NA,NA,NA,0.894554883318928,0.99934485272271,NA,0.998849987678439,NA,NA,NA,0.236342196965236,NA,NA,NA,NA,0.851226343036578,NA,0.376543209876543,NA,0.823241871744207,0.956566030746435,0.388485931989488,0.699255013557917,NA,0.9441176560028,0.917289674165112,0.959016393442623
"18","Bahrain",0.951488260030229,0.972428419936373,0.738654561986615,NA,0.430873971864686,0.222183315189559,0.0489803907327164,NA,NA,0.105929616368611,0.903153153153153,0.903378050834697,0.431887419437154,NA,1,1,0.943820224719101,0.998257140089613,NA,NA,NA,NA,NA,0.127856852308241,NA,NA,0.783157894736842,0.927146432338691,0.816006110498175,NA,0.197530864197531,NA,0.872992635171547,0.986293758103353,0.0335120770019437,0.989040137669424,NA,0.976502979296044,0.893362995383378,0.983606557377049
"19","Bangladesh",0.749955853523487,0.220572640509014,0.121941364087509,0,0.0111170592913171,0.127493118077836,0.0335838926232643,0.0143122587461667,0.926609768407638,0.00455608039704207,0.0810810810810811,0.947199469891021,0.962186605005766,1,1,1,0.728608470181504,0.980882593524028,NA,0.998635699668211,NA,NA,0.00438116100766839,0.000903061170715976,0.195688748685594,0.503168567807351,0.551578947368421,0.434152096411684,0.374386828481711,0.180667153640127,0.104938271604938,0.999971749816374,0.196045895455362,0.772643082052232,0.232812593437494,0.885687409374562,0,0.468273597465649,0.766141215912338,0.783242258652095
"20","Barbados",0.959277494275923,1,0.779256573367046,NA,0.0816342050731856,0.36878947178998,0.0855157848165157,0.0213498865639591,NA,0.0869571970894825,NA,0.918940413544626,0.535442662633238,NA,NA,NA,0.868625756266206,0.999679080927758,NA,0.999760711721911,NA,NA,NA,0.180624449389435,NA,NA,0.863157894736842,NA,0.874531104133073,NA,0.382716049382716,NA,0.375781390335908,0.969531394702723,0.21841787124938,0.797841414175002,NA,0.977698819708101,0.912128100242853,0.955373406193078
"21","Belarus",0.941062209119614,0.998939554612937,0.70105968090995,0.0596105943679931,0.162065251960183,NA,NA,0.00758599878396688,0.841520275445987,0.0264718122364757,0.975225225225225,0.944349743305082,0.551121143995974,NA,1,1,0.980985306828003,0.990960782849803,NA,0.996439247563367,NA,NA,NA,0.0922762501209463,0.998527865404837,NA,0.193684210526316,0.994896248651642,0.753662055503692,0.0613586559532505,0.234567901234568,NA,0.719570684390156,0.981478051491017,0.223049098742065,0.891510644804712,0.053749350133361,0.68862101120654,0.0961651819512223,0.998178506375228
"22","Belgium",NA,0.992576882290562,0.575159133787427,NA,0.282261759367978,0.351517390783227,0.122021758104455,0.0188783955010181,NA,0.234428537976664,NA,NA,0.508730225483306,1,NA,NA,0.985306828003457,0.97163914050672,0.621996928727957,0.996439247563367,0.227104394809452,0.227104394809452,0.809419496166487,0.480378196346121,NA,NA,0.52,NA,0.758855978952728,0.20136352568785,0.549382716049383,NA,0.97176890605353,0.993887756992036,0.0655757105640905,0.98566396491769,NA,0.698895415862421,0.619271623360633,0.994535519125683
